feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
C_ratio,0.9190466207049788,,0.9876,0.9879,0.9876 ± 0.0262,0.9879 ± 0.0283,0.08114626258611679
hedge_C_count*,1.4829542359889469e-05,*,25.2562,20.8471,25.2562 ± 12.4464,20.8471 ± 9.5268,0.06565854698419571
sentiment_polarity*,0.04213602811915324,*,0.0163,0.0628,0.0163 ± 0.2558,0.0628 ± 0.2466,0.04937645047903061
sentence_count,0.19891553707142073,,2.3554,2.1942,2.3554 ± 1.4309,2.1942 ± 1.3231,0.04365270957350731
punctuation_usage,0.5925583839898068,,0.0779,0.0807,0.0779 ± 0.0514,0.0807 ± 0.0609,0.042413268238306046
hedges_score,0.07618454337012896,,0.2382,0.1753,0.2382 ± 0.4087,0.1753 ± 0.3689,0.0401613712310791
disgust*,0.005443590843722625,*,0.0279,0.0086,0.0279 ± 0.1038,0.0086 ± 0.0275,0.038411594927310944
surprise*,0.012085129617698684,*,0.0467,0.0783,0.0467 ± 0.1243,0.0783 ± 0.1506,0.0366072803735733
sentence_length_variation*,0.00436000033184989,*,3.9973,3.0208,3.9973 ± 4.1,3.0208 ± 3.364,0.03532194346189499
readability_score*,0.0032412230712360983,*,9.6721,8.5089,9.6721 ± 4.7321,8.5089 ± 3.8744,0.032014571130275726
punctuation_density,0.07718505927083866,,0.2838,0.3109,0.2838 ± 0.172,0.3109 ± 0.1645,0.03181513771414757
adv_ratio,0.59950656531609,,0.0399,0.0377,0.0399 ± 0.0448,0.0377 ± 0.0474,0.03102193959057331
avg_word_length,0.5037516954716277,,4.4852,4.4348,4.4852 ± 0.854,4.4348 ± 0.8027,0.02995789237320423
pronoun_ratio,0.18745044593935267,,0.0506,0.0445,0.0506 ± 0.0502,0.0445 ± 0.0515,0.028968606144189835
std_word_length,0.5667048863540036,,3.3326,3.2688,3.3326 ± 1.4598,3.2688 ± 0.9298,0.028464552015066147
type_token_ratio,0.352607526065018,,0.8795,0.8863,0.8795 ± 0.0804,0.8863 ± 0.0813,0.027934527024626732
word_count*,0.0001473862976488026,*,31.8802,27.2025,31.8802 ± 14.9202,27.2025 ± 11.7951,0.027433184906840324
joy*,0.0025902816602968856,*,0.0275,0.0664,0.0275 ± 0.0997,0.0664 ± 0.1736,0.027095653116703033
sadness,0.7376500262421788,,0.106,0.1004,0.106 ± 0.1924,0.1004 ± 0.1739,0.026313459500670433
verb_ratio,0.1320872052422565,,0.1272,0.1356,0.1272 ± 0.0612,0.1356 ± 0.0615,0.025544490665197372
noun_ratio,0.3012990231986686,,0.3469,0.3593,0.3469 ± 0.1346,0.3593 ± 0.1279,0.024103442206978798
certainty_verbs_count,0.11700269830988168,,0.5,0.3967,0.5 ± 0.7526,0.3967 ± 0.6935,0.023933840915560722
anger*,3.345104694066548e-06,*,0.2757,0.1658,0.2757 ± 0.2954,0.1658 ± 0.2118,0.02320946380496025
doubt_adverbs_count,0.44203547665028,,0.4008,0.3554,0.4008 ± 0.6941,0.3554 ± 0.6023,0.02303030714392662
function_word_ratio,0.7364715126606622,,0.3413,0.3371,0.3413 ± 0.1361,0.3371 ± 0.1373,0.02192232757806778
fear,0.8880501255183966,,0.4452,0.45,0.4452 ± 0.374,0.45 ± 0.3765,0.021696219220757484
hapax_legomena,0.19327075609887528,,0.7915,0.8066,0.7915 ± 0.1265,0.8066 ± 0.1279,0.019539598375558853
sentiment_subjectivity,0.21181267838184048,,0.3445,0.3112,0.3445 ± 0.3044,0.3112 ± 0.2814,0.01821897178888321
stopword_ratio,0.20739892066925136,,0.2867,0.2727,0.2867 ± 0.1228,0.2727 ± 0.1208,0.01796795427799225
adj_ratio,0.6266567636926927,,0.0602,0.0624,0.0602 ± 0.0489,0.0624 ± 0.0493,0.016836069524288177
subordinate_clause_ratio,0.892825138855561,,0.0475,0.048,0.0475 ± 0.0409,0.048 ± 0.047,0.015696750953793526
certainty_adverbs_count*,0.020692092130346763,*,0.2645,0.1653,0.2645 ± 0.5116,0.1653 ± 0.4243,0.008683020249009132
certainty_adjectives_count,0.7165891485069188,,0.3512,0.3306,0.3512 ± 0.6852,0.3306 ± 0.5599,0.0086799506098032
hedge_N_count,0.326505886317496,,0.1653,0.1198,0.1653 ± 0.5882,0.1198 ± 0.4151,0.007168651558458805
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
doubt_verbs_count,0.36123170322527587,,0.0165,0.0289,0.0165 ± 0.1278,0.0289 ± 0.1679,
hedge_D_count,0.19445081562372235,,0.0826,0.0496,0.0826 ± 0.3306,0.0496 ± 0.2175,
doubt_adjectives_count,0.08891210498065552,,0.1612,0.1074,0.1612 ± 0.3684,0.1074 ± 0.3234,
hedge_I_count,0.2559908404621418,,0.0041,0.0165,0.0041 ± 0.0643,0.0165 ± 0.1569,
hedge_E_count,0.056727768154644906,,0.1405,0.0744,0.1405 ± 0.461,0.0744 ± 0.2783,
D_ratio,0.6970883289041139,,0.0026,0.0022,0.0026 ± 0.0113,0.0022 ± 0.0104,
E_ratio,0.3998414158573258,,0.0053,0.004,0.0053 ± 0.0175,0.004 ± 0.0164,
I_ratio,0.27459753696668976,,0.0001,0.0007,0.0001 ± 0.0021,0.0007 ± 0.0072,
N_ratio,0.5635820491611884,,0.0043,0.0052,0.0043 ± 0.0154,0.0052 ± 0.0188,
