feature,mi_score
punctuation_density,0.10987901791372656
stopword_ratio,0.08202906900785512
noun_ratio,0.07870743303079863
certainty_adjectives_count,0.0779390710463439
surprise,0.06804428360956938
punctuation_usage,0.06478649580673279
word_count,0.06207059483953614
sentence_length_variation,0.057628608737995135
hedges_score,0.057116489051482144
verb_ratio,0.0570231326479711
readability_score,0.05422344880090901
I_ratio,0.04523056012044524
certainty_adverbs_count,0.045138670977560524
doubt_adverbs_count,0.041657687747644
type_token_ratio,0.0412358226237064
hedge_C_count,0.040774683083760754
pronoun_ratio,0.03537044216491081
fear,0.03426866772909021
std_word_length,0.03118011174206803
sentence_count,0.027844829846113806
sentiment_polarity,0.025685413721422856
E_ratio,0.025376144694537306
hedge_D_count,0.017027531407302288
function_word_ratio,0.010570548736091867
C_ratio,0.01056793189409655
hedge_N_count,0.00921518993254633
adj_ratio,0.00873161334793382
adv_ratio,0.008238166092828347
certainty_verbs_count,0.007194145727335899
hapax_legomena,0.0066777164266582645
doubt_verbs_count,0.004737728029757138
avg_word_length,0.0029661676537313664
anger,0.0022313131300166766
subordinate_clause_ratio,0.0
avg_dependency_depth,0.0
joy,0.0
sadness,0.0
disgust,0.0
sentiment_subjectivity,0.0
doubt_adjectives_count,0.0
hedge_E_count,0.0
hedge_I_count,0.0
D_ratio,0.0
N_ratio,0.0
