feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
doubt_verbs_count,0.07442714349876758,,0.033,0.0185,0.033 ± 0.1787,0.0185 ± 0.1347,0.06240001693367958
hedge_D_count,0.8126944116193663,,0.0422,0.0449,0.0422 ± 0.226,0.0449 ± 0.2071,0.05339094251394272
doubt_adjectives_count,1.0,,0.1214,0.1214,0.1214 ± 0.3426,0.1214 ± 0.3464,0.0456186942756176
hedge_E_count,0.5586298873459732,,0.0858,0.0765,0.0858 ± 0.3359,0.0765 ± 0.2758,0.04132682457566261
hedge_C_count*,0.0004346281889130989,*,20.7005,18.9274,20.7005 ± 10.7152,18.9274 ± 8.7676,0.03921595215797424
doubt_adverbs_count,0.39644817193436976,,0.2731,0.2982,0.2731 ± 0.566,0.2982 ± 0.5845,0.03785014525055885
pronoun_ratio*,0.027804391443892983,*,0.0355,0.0304,0.0355 ± 0.048,0.0304 ± 0.0435,0.030428925529122353
adj_ratio,0.38670728674492083,,0.0606,0.0584,0.0606 ± 0.0495,0.0584 ± 0.0494,0.03016979992389679
joy*,0.004796605285832043,*,0.1099,0.0826,0.1099 ± 0.208,0.0826 ± 0.1674,0.028932848945260048
punctuation_usage,0.8559924596780428,,0.0838,0.0832,0.0838 ± 0.0611,0.0832 ± 0.0587,0.02778540924191475
disgust,0.21227775776042757,,0.015,0.0106,0.015 ± 0.0729,0.0106 ± 0.0624,0.027732331305742264
verb_ratio*,0.00220749135071482,*,0.1101,0.1211,0.1101 ± 0.0683,0.1211 ± 0.0706,0.027195287868380547
surprise,0.06973056107703668,,0.0975,0.1124,0.0975 ± 0.1524,0.1124 ± 0.1671,0.026028841733932495
sentence_length_variation,0.09944494946656378,,2.6555,2.3611,2.6555 ± 3.5401,2.3611 ± 3.4104,0.024685688316822052
fear,0.3225234086921531,,0.3615,0.3806,0.3615 ± 0.3682,0.3806 ± 0.3817,0.023812761530280113
stopword_ratio,0.3344754136045427,,0.239,0.2327,0.239 ± 0.1303,0.2327 ± 0.1224,0.023716671392321587
C_ratio,0.8062959119184158,,0.9906,0.9902,0.9906 ± 0.0248,0.9902 ± 0.0248,0.023495566099882126
punctuation_density,0.3605929935800788,,0.3513,0.3598,0.3513 ± 0.1886,0.3598 ± 0.1716,0.023331765085458755
noun_ratio,0.18094135913488316,,0.4025,0.4125,0.4025 ± 0.144,0.4125 ± 0.1474,0.02327886037528515
certainty_verbs_count*,0.027386713540167338,*,0.3654,0.2916,0.3654 ± 0.6989,0.2916 ± 0.6001,0.022892652079463005
adv_ratio,0.533911384848752,,0.0268,0.0281,0.0268 ± 0.0389,0.0281 ± 0.0397,0.022878462448716164
word_count*,0.0033278769425800535,*,26.8351,25.0026,26.8351 ± 12.6413,25.0026 ± 11.6014,0.022764237597584724
sentiment_polarity,0.23715514420069958,,0.0645,0.0493,0.0645 ± 0.2711,0.0493 ± 0.2259,0.022454101592302322
hapax_legomena*,0.016491511323106098,*,0.8124,0.8291,0.8124 ± 0.1391,0.8291 ± 0.132,0.022292282432317734
std_word_length,0.8767307385377447,,3.5532,3.5614,3.5532 ± 1.138,3.5614 ± 0.9037,0.02211775816977024
anger,0.3488604836382917,,0.1519,0.1411,0.1519 ± 0.232,0.1411 ± 0.2163,0.021920841187238693
readability_score,0.5204135130425542,,9.5221,9.3862,9.5221 ± 4.2691,9.3862 ± 3.96,0.021720755845308304
type_token_ratio*,0.008268978150599699,*,0.8901,0.9019,0.8901 ± 0.0901,0.9019 ± 0.0821,0.021099645644426346
function_word_ratio,0.5879663439773691,,0.2935,0.2895,0.2935 ± 0.1449,0.2895 ± 0.14,0.02079351432621479
sentence_count,0.06355791917018246,,1.9697,1.8496,1.9697 ± 1.3046,1.8496 ± 1.2114,0.02075417898595333
hedges_score,0.7298805682323269,,0.1545,0.1607,0.1545 ± 0.3476,0.1607 ± 0.3534,0.020353658124804497
subordinate_clause_ratio*,0.033586057445177994,*,0.0377,0.0428,0.0377 ± 0.0448,0.0428 ± 0.0474,0.020334774628281593
E_ratio,0.7224608717304031,,0.0045,0.0042,0.0045 ± 0.0183,0.0042 ± 0.0165,0.01916869543492794
sadness,0.7165794381966046,,0.0916,0.0949,0.0916 ± 0.1795,0.0949 ± 0.175,0.018770666792988777
avg_word_length,0.09147769735992739,,4.6376,4.7133,4.6376 ± 0.8657,4.7133 ± 0.8786,0.01822611317038536
certainty_adjectives_count*,0.0013693082989505085,*,0.3272,0.2309,0.3272 ± 0.6769,0.2309 ± 0.4747,0.01792876049876213
sentiment_subjectivity,0.07261618643025436,,0.3102,0.2818,0.3102 ± 0.316,0.2818 ± 0.2997,0.0157337449491024
certainty_adverbs_count*,0.02126058621362981,*,0.1728,0.1253,0.1728 ± 0.4367,0.1253 ± 0.3618,0.005531321279704571
N_ratio,0.9280657915950358,,0.003,0.0031,0.003 ± 0.014,0.0031 ± 0.0144,0.001866441103629768
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
hedge_N_count,0.6317738406577621,,0.0858,0.0765,0.0858 ± 0.3972,0.0765 ± 0.3516,
hedge_I_count,0.3452201818592523,,0.004,0.0092,0.004 ± 0.0628,0.0092 ± 0.1405,
D_ratio,0.33725930287048933,,0.0017,0.0022,0.0017 ± 0.0093,0.0022 ± 0.0107,
I_ratio,0.7392003362437851,,0.0002,0.0003,0.0002 ± 0.0036,0.0003 ± 0.0046,
