feature,mi_score
fear,0.03553828203590159
joy,0.0346654890100877
subordinate_clause_ratio,0.03463755793248424
verb_ratio,0.033914501706344025
disgust,0.033619609617823176
hedge_C_count,0.03291962366607337
sentiment_polarity,0.031158412353766707
std_word_length,0.031007803073924034
surprise,0.029965657469983586
doubt_verbs_count,0.025659810306265962
certainty_adverbs_count,0.02359118917031977
doubt_adverbs_count,0.019691544598199107
word_count,0.017600065231358153
readability_score,0.012847678969503784
noun_ratio,0.012659150607600811
C_ratio,0.011593600458322584
certainty_verbs_count,0.010392638537546572
adj_ratio,0.008405496624844577
hedges_score,0.006924263719463086
doubt_adjectives_count,0.0054371736681315674
E_ratio,0.00516973170177315
hedge_D_count,0.00268713581729485
hedge_N_count,0.0015618715536649397
sadness,0.001447916021753315
punctuation_usage,0.0005773134813724656
type_token_ratio,0.0
sentence_count,0.0
avg_word_length,0.0
adv_ratio,0.0
hapax_legomena,0.0
stopword_ratio,0.0
punctuation_density,0.0
function_word_ratio,0.0
avg_dependency_depth,0.0
pronoun_ratio,0.0
sentence_length_variation,0.0
anger,0.0
sentiment_subjectivity,0.0
certainty_adjectives_count,0.0
hedge_I_count,0.0
hedge_E_count,0.0
D_ratio,0.0
I_ratio,0.0
N_ratio,0.0
