feature,shap_importance,iteration,stance,model
fear,0.75753075,3,All_Stances,XGBoost
punctuation_density,0.50066483,3,All_Stances,XGBoost
joy,0.48749003,3,All_Stances,XGBoost
noun_ratio,0.44566143,3,All_Stances,XGBoost
anger,0.3524715,3,All_Stances,XGBoost
disgust,0.3521788,3,All_Stances,XGBoost
avg_word_length,0.33812433,3,All_Stances,XGBoost
verb_ratio,0.33320373,3,All_Stances,XGBoost
std_word_length,0.32148346,3,All_Stances,XGBoost
sentiment_subjectivity,0.28129688,3,All_Stances,XGBoost
sadness,0.27431795,3,All_Stances,XGBoost
function_word_ratio,0.27405646,3,All_Stances,XGBoost
surprise,0.2733428,3,All_Stances,XGBoost
punctuation_usage,0.23088557,3,All_Stances,XGBoost
adj_ratio,0.22108985,3,All_Stances,XGBoost
sentiment_polarity,0.19199117,3,All_Stances,XGBoost
hapax_legomena,0.18558556,3,All_Stances,XGBoost
word_count,0.18299572,3,All_Stances,XGBoost
readability_score,0.17731194,3,All_Stances,XGBoost
sentence_count,0.17480297,3,All_Stances,XGBoost
sentence_length_variation,0.16659166,3,All_Stances,XGBoost
subordinate_clause_ratio,0.16653691,3,All_Stances,XGBoost
hedge_C_count,0.14678441,3,All_Stances,XGBoost
certainty_adjectives_count,0.13927853,3,All_Stances,XGBoost
type_token_ratio,0.12109283,3,All_Stances,XGBoost
certainty_adverbs_count,0.11692025,3,All_Stances,XGBoost
stopword_ratio,0.11010928,3,All_Stances,XGBoost
pronoun_ratio,0.09565017,3,All_Stances,XGBoost
adv_ratio,0.066270046,3,All_Stances,XGBoost
C_ratio,0.050949775,3,All_Stances,XGBoost
doubt_adjectives_count,0.049240597,3,All_Stances,XGBoost
hedges_score,0.0226752,3,All_Stances,XGBoost
hedge_N_count,0.01901848,3,All_Stances,XGBoost
E_ratio,0.010043584,3,All_Stances,XGBoost
N_ratio,0.006348318,3,All_Stances,XGBoost
certainty_verbs_count,0.0056423796,3,All_Stances,XGBoost
doubt_adverbs_count,0.005038072,3,All_Stances,XGBoost
hedge_E_count,0.0036800466,3,All_Stances,XGBoost
avg_dependency_depth,0.0,3,All_Stances,XGBoost
doubt_verbs_count,0.0,3,All_Stances,XGBoost
hedge_D_count,0.0,3,All_Stances,XGBoost
hedge_I_count,0.0,3,All_Stances,XGBoost
D_ratio,0.0,3,All_Stances,XGBoost
I_ratio,0.0,3,All_Stances,XGBoost
