target,text,stance
Atheism,Why would I listen to someone that is not doing anything to better their life compared to a successful millionaire?#DonaldTrump #ACN #SemST,2
Atheism,Ya....cuz Nicky Hilton HAD to marry up? Really? You had to land a bloody Rothschild too?? #SemST,2
Climate Change is a Real Concern,67 degrees Fahrenheit on July 8th. I love this weather! #PureMichigan #SemST,2
Feminist Movement,Some men do not deserve to be called gentlemen #SemST,2
Hillary Clinton,I don't know how well a socialist is gonna play with southern democrats. #BernieSanders #SemST,2
Hillary Clinton,"While I like Bernie as much as the next liberal, if we nominate him we could actually lose to some RWNJ #SemST",2
Hillary Clinton,@OutnumberedFNC: Hillary chooses Brianna Keilar for her first interview. What can we expect? #SemST,2
Hillary Clinton,@N_Fatale @bayareahausfrau ILLEGAL IMMIGRATION IS GOOD FOR THE ECONOMY AND GOOD FOR OUR CHILDREN #tcot #SemST,2
Hillary Clinton,If Hillary wins next year it'll be the first time two presidents have had sex with each other #SemST,2
Hillary Clinton,A circus Act such as Donald Trump is short term entertainment. Soon to be canceled. #SemST,2
Hillary Clinton,Controlling #illegalimmigration is Now Racist According to @ChrisCuomo #NewDayCNN  Let's Bash #Trump ALL Day AGAIN #morningjoe #SemST,2
Hillary Clinton,GW Bush gives $100K speech to wounded vets...then sells uranium to Russia. Oh wait. #SemST,2
Legalization of Abortion,"@nytimes while you are at it, eliminate all drugs, cars, planes, food, electricity, and anything else that MAY cause a death. #SemST",2
Legalization of Abortion,89% of abortions occur at the 12th week or before #letstalkabortion #SemST,2
Legalization of Abortion,1.2% of abortions happen at 21 weeks+  (these are only exceptions) #letstalkabortion #SemST,2
Legalization of Abortion,@thejournal_ie sad this is what has to be done for women in need #SemST,2
Legalization of Abortion,@BuhayIpaglaban @laurawrpie @JaxLeSigh Like I said I'm glad this medical procedure is around so that pregnant people stay healthy. #SemST,2
Legalization of Abortion,So Ariana Grande hates America & Americans? She's not alone #SCOTUS #HILLARY #OBAMA #DEMOCRATS #ACLU #NAACP #HAMAS #ISIS #SemST,2
Donald Trump,"@CarmineZozzora Or a supreme court who now re-writes laws from the bench. They have done calisthenics to save o-care, TWICE! #SemST",2
Donald Trump,@ophidianpilot @NewAmericanMag All the Congressmen/women should be criticizing the lack of security in this Country! #SemST,2
Donald Trump,@HillaryClinton lies again She WAS subpoenaed! She violated law etc! #RedNationRising #SemST,2
Donald Trump,@AppSame  obama and hillary and ordoughan and the Khomeinians and MB And ISIS are all serving the Freemasonry  #SemST,2
Donald Trump,Hillary: -Assad is a reformer -Putin is re-settable -Libya Jihadist are allies -Iran not building Nukes -Strom is right #tcot #SemST,2
Donald Trump,@majicmahon @seanhannity @RickSantorum Hillary's brand of  experience we do not need! #SemST,2
Donald Trump,Hey guise. Any recommendation for a good taco place in midtown? #Trump #SemST,2
Donald Trump,"IRS + Hillary Both ""Lost"" Government Emails: This Situation is as Clear as Day - The #Obama Admin is Destroying Evidence! #SemST",2
fauci,@CNNPolitics I’d like to see Faux News admit they made an error and advise getting on board with wearing masks. Hannity and others took an early victory lap on states reopening briskly without proper safeguards. The data suggests otherwise. #VoteBlueToEndThisNightmare,2
fauci,@MarcGiller @julie_kelly2 @BillKristol Sounds like Fauci...,2
