feature,shap_importance,iteration,stance,model
joy,1.732523,3,FAVOR,XGBoost
function_word_ratio,1.1450746,3,FAVOR,XGBoost
stopword_ratio,0.6985356,3,FAVOR,XGBoost
punctuation_density,0.6606084,3,FAVOR,XGBoost
fear,0.46237174,3,FAVOR,XGBoost
disgust,0.46156237,3,FAVOR,XGBoost
sadness,0.36918378,3,FAVOR,XGBoost
sentiment_subjectivity,0.34784177,3,FAVOR,XGBoost
adj_ratio,0.31914926,3,FAVOR,XGBoost
std_word_length,0.30762398,3,FAVOR,XGBoost
anger,0.2999751,3,FAVOR,XGBoost
hapax_legomena,0.2020516,3,FAVOR,XGBoost
adv_ratio,0.19479153,3,FAVOR,XGBoost
noun_ratio,0.18567117,3,FAVOR,XGBoost
sentence_count,0.16548024,3,FAVOR,XGBoost
subordinate_clause_ratio,0.1565899,3,FAVOR,XGBoost
surprise,0.15367658,3,FAVOR,XGBoost
verb_ratio,0.1314247,3,FAVOR,XGBoost
sentiment_polarity,0.12991387,3,FAVOR,XGBoost
avg_word_length,0.12677157,3,FAVOR,XGBoost
hedges_score,0.12187834,3,FAVOR,XGBoost
pronoun_ratio,0.119992964,3,FAVOR,XGBoost
readability_score,0.1026872,3,FAVOR,XGBoost
hedge_C_count,0.095987484,3,FAVOR,XGBoost
word_count,0.07900243,3,FAVOR,XGBoost
doubt_adverbs_count,0.078415185,3,FAVOR,XGBoost
punctuation_usage,0.06705875,3,FAVOR,XGBoost
type_token_ratio,0.05513207,3,FAVOR,XGBoost
E_ratio,0.009470982,3,FAVOR,XGBoost
certainty_adverbs_count,0.0,3,FAVOR,XGBoost
avg_dependency_depth,0.0,3,FAVOR,XGBoost
sentence_length_variation,0.0,3,FAVOR,XGBoost
doubt_verbs_count,0.0,3,FAVOR,XGBoost
certainty_adjectives_count,0.0,3,FAVOR,XGBoost
doubt_adjectives_count,0.0,3,FAVOR,XGBoost
certainty_verbs_count,0.0,3,FAVOR,XGBoost
hedge_D_count,0.0,3,FAVOR,XGBoost
hedge_E_count,0.0,3,FAVOR,XGBoost
hedge_N_count,0.0,3,FAVOR,XGBoost
hedge_I_count,0.0,3,FAVOR,XGBoost
C_ratio,0.0,3,FAVOR,XGBoost
D_ratio,0.0,3,FAVOR,XGBoost
I_ratio,0.0,3,FAVOR,XGBoost
N_ratio,0.0,3,FAVOR,XGBoost
