true_outcome,predicted_correctness_probability
1,0.8444010704925394
1,0.8148559825387411
1,0.8566816401354229
1,0.8307518551671753
1,0.8459680264932058
1,0.8360209969714816
1,0.851337484668262
1,0.8214774903173847
1,0.852886613284491
1,0.8423098701791248
1,0.8684534331912815
1,0.8419149076985597
1,0.8189878782023409
1,0.8162609667199218
1,0.8265143284778463
1,0.8409776395651798
1,0.8439942061174421
1,0.8234683030373268
1,0.8505475128579429
1,0.8539728241695306
1,0.8395369629044956
1,0.8545155917690869
1,0.8626537601325118
1,0.8179869820784461
1,0.8405668504486707
1,0.8219311464482418
1,0.827938892175922
1,0.8493186580049631
1,0.8381361190594682
1,0.8324568150835893
1,0.8111604338960069
1,0.8256426096773678
1,0.8481314040226893
1,0.8164312930110454
1,0.8637078594913651
1,0.8509810417600676
1,0.8636442212842569
1,0.7727434805374925
1,0.8228757547741188
1,0.8727575415315184
1,0.8566314423246615
1,0.809320882382225
1,0.8182266884926828
1,0.8236023826232105
1,0.8211000766698364
1,0.8421972615126156
1,0.83974530674416
1,0.8305581677727824
1,0.8180368952438091
1,0.8522258082035281
0,0.837942893282755
1,0.841337881204133
1,0.8532824790399405
1,0.8267515724494795
1,0.8335471324054944
1,0.8764496363021687
1,0.8400191978570217
1,0.8490145407046086
1,0.840099005292691
1,0.8464374831470021
1,0.8317108985089926
1,0.8553049940471201
1,0.8478757950963494
1,0.8430248693895883
1,0.8635083902813732
1,0.8355165662604883
1,0.8589739419964784
0,0.8395248694811215
1,0.8415805249323237
1,0.845174491672061
1,0.8269041795870788
1,0.7944779791852566
1,0.8253547304045639
1,0.8453047277289312
0,0.8191656679399032
1,0.8367738513137675
1,0.8678303087341014
1,0.8280360183093717
1,0.8370341886550481
1,0.8609933652850265
1,0.8362071636772879
1,0.8580982493701543
1,0.8460122992809589
1,0.8282280770631558
1,0.8376553036558494
1,0.8230380436050756
1,0.8227454137667622
1,0.8608354762554373
1,0.8461429291539537
1,0.8487405524326633
1,0.8509996553253824
1,0.8434001822897278
1,0.8314570968033012
1,0.8126367438955957
1,0.8477036188646613
1,0.8359952825790574
1,0.8523926688193212
1,0.8018561188211574
1,0.844648562162031
1,0.849669563768588
1,0.8157348558878759
1,0.8047120507319677
1,0.8268819929187246
1,0.8379510218121144
1,0.8399626820409759
1,0.8498528584048394
1,0.8451468247859637
1,0.8562157662039269
1,0.8147664384446957
1,0.82086326630979
1,0.8167941056892638
1,0.8282162819847572
1,0.8461216003992008
1,0.840318850718135
1,0.8328440990601743
1,0.8399360169593113
1,0.8608856393324819
1,0.8619266741688771
1,0.824317927901055
1,0.8437383813154378
1,0.8465457821705579
1,0.8332567694351521
1,0.8404313242792278
1,0.8304558420353841
1,0.8433639082569496
1,0.8226138904553322
1,0.7879438825913506
1,0.848652286533924
1,0.819885727355164
1,0.8292049965768288
1,0.7990473369665819
1,0.8518900393377834
1,0.8468725535860789
1,0.8365024065298581
1,0.8472945238466022
1,0.8550137722458311
1,0.8420958791850325
1,0.8076736283501321
1,0.8551117283517945
1,0.8422077314491163
1,0.8447775547181434
1,0.8545963980588296
1,0.8115441197759216
1,0.8222492392815052
1,0.8440596836701265
1,0.8380859338269101
1,0.8130763426490877
1,0.8308013973436048
1,0.820254116817312
1,0.8427004330081318
1,0.8576735139383789
1,0.8574083471255819
1,0.8327228244496425
1,0.8443470014100857
1,0.8464939156713203
1,0.8241607102701488
1,0.8381796257466408
1,0.8631896942297126
1,0.8439043794919573
1,0.795329431102873
1,0.858633935050166
1,0.837160051733151
1,0.8420958791850325
1,0.8229171153449224
1,0.8451637005751926
1,0.8416956512597161
1,0.847620755415317
1,0.8460053464030772
1,0.8463891002144203
1,0.7971505912388279
1,0.8216365286628519
1,0.8408581598734441
1,0.8387404279222189
1,0.811802908863227
1,0.8470434635754681
1,0.8193834912690636
1,0.863238699734884
1,0.8451995698903244
1,0.845107137843515
1,0.8581022104419788
1,0.8227151693219669
1,0.8210860268923538
1,0.8655142189683245
1,0.7887389419940983
1,0.837779139916773
1,0.8335508380608793
1,0.8411480956456548
1,0.8444823679358683
1,0.8451380456750628
1,0.8402848447126933
1,0.8520889201897852
1,0.8299004725608015
1,0.8421728987086088
1,0.850196685005074
1,0.8308060011437676
1,0.8585737069151282
1,0.8400693276283335
1,0.845342317486443
1,0.8553490380800224
1,0.850858293939912
1,0.8258756666720739
1,0.8156896480919981
1,0.8425210999530032
1,0.8470738558055858
1,0.8606302648754002
1,0.8422323602216926
1,0.8305136073925279
1,0.8280150322407763
1,0.8267260011100062
1,0.8013668979477375
1,0.86373435229078
1,0.8302136703179571
1,0.8489244544790394
1,0.8445040728557014
1,0.8352832982305827
1,0.8115693743496951
1,0.8494198615797355
1,0.8625261338992288
1,0.8438572670688494
1,0.8627261970068254
1,0.8348980220756955
1,0.8433772970921475
1,0.7951430622482939
1,0.8499642480263505
1,0.8285229782531559
1,0.8434423754929737
1,0.8517143571862293
1,0.8146977549439396
1,0.852979821135905
1,0.8241886040008808
1,0.850276160193852
1,0.8322113557931875
1,0.8594192587986715
1,0.8467988549207462
1,0.830766913276822
1,0.8359883097170434
1,0.7992538149997997
1,0.8395699185376091
1,0.8020241403298765
1,0.8301173013044225
1,0.8168129581121282
1,0.8402743837492402
1,0.8480817461092827
1,0.831627547431357
1,0.8352939362245291
1,0.8425447451639312
1,0.8524136599596894
1,0.8553816434075316
1,0.8633441932983051
1,0.8378531427776539
1,0.8496817672322173
1,0.8618278074633451
1,0.8285029236512451
1,0.8344493100319179
1,0.8163662052794055
1,0.8454639469668052
1,0.801042606215864
1,0.8449866913441648
1,0.7928997125925852
1,0.8023283667222789
1,0.8382977399779449
1,0.8323766997341933
1,0.805425875211393
1,0.8075938241986147
1,0.8182800217040366
1,0.8291866851676974
1,0.8195572077823335
1,0.8412442039523224
1,0.8576119829586989
1,0.829771741037716
1,0.8298559555789251
1,0.8369780390296712
1,0.8386943738083169
1,0.8214099984579797
1,0.8348430162009526
1,0.8340252605237479
1,0.8367576757857321
1,0.8423958700996877
1,0.8098304550353695
1,0.8504602834864415
1,0.8169020620429507
1,0.8409448105652693
1,0.8330837555873288
1,0.8034894753516038
1,0.8326466109464777
1,0.8424698866725381
1,0.8579090337264799
1,0.833388468115874
1,0.8274985052547609
1,0.8112370631658508
1,0.841866419213552
1,0.8279302544087859
1,0.850927983903114
1,0.8354326605733838
1,0.8420958791850325
1,0.8421620206407634
1,0.8586407192768312
1,0.8477540230410485
1,0.8259719396853277
1,0.8166445126064839
1,0.8362489339850302
1,0.8591918248609979
1,0.8497511787761423
1,0.8449354249118938
1,0.8294677895496159
1,0.8407884604325719
1,0.8323568530731488
1,0.8170117919440253
1,0.8213482163091738
1,0.869573395226931
1,0.835799697247367
1,0.8327290794049618
1,0.841509695815344
1,0.8511005500589854
1,0.8298304503323318
1,0.8454936581586046
1,0.8383229451423273
1,0.8387331721732241
1,0.8337153087128838
1,0.8367687405305855
1,0.843909019391502
1,0.8476389628477955
1,0.842635885565558
1,0.816977655257144
1,0.8128766602460434
1,0.8218962867873071
1,0.8250131316309771
1,0.8438572670688494
1,0.8499151003539412
1,0.8401715891888748
1,0.8445959496584856
1,0.8377426273914234
1,0.8407763682340647
1,0.830268302423733
1,0.8340116480623531
1,0.8347367722768273
1,0.8530042795712638
1,0.8419958448125215
1,0.8283203636424646
1,0.8169098324651488
1,0.8213030735836306
1,0.8159811405095057
1,0.8018814734260874
1,0.8513799440209006
1,0.8217923970948221
1,0.7933222810830256
1,0.8346551176418988
1,0.8465969787924454
1,0.8353592987490182
1,0.8398295805947614
1,0.8318928619831927
1,0.8553888969468805
1,0.8380277246158133
1,0.8590407160575884
1,0.8238655786516463
1,0.8397171364940292
1,0.8276168285878319
1,0.841174953383826
1,0.8563678809303451
1,0.8426906103731798
1,0.8165635938138761
1,0.8598582491438961
1,0.8569907576848764
1,0.858796867971798
1,0.8442421928178648
1,0.866099089363816
1,0.8533670860110139
1,0.7971986939134136
1,0.8195685632120581
1,0.8351339096693856
1,0.8536804905460664
1,0.8206382186107193
1,0.8235411589655264
1,0.8392220426315489
1,0.8349807870821958
1,0.8538249094408226
1,0.8632760491068235
1,0.7952265926512543
1,0.8172951575912025
1,0.8503912044754871
1,0.8546947947329492
1,0.8464215654639393
1,0.8562204820021593
1,0.8490773524213315
1,0.8301614025076754
1,0.8366696191726043
1,0.8409603758563117
1,0.8617491797091711
1,0.828171463378686
0,0.8274325096121447
1,0.8404313242792278
1,0.8178473904131031
1,0.8443211319467223
1,0.852475596002731
0,0.8534721721589422
1,0.855952566189135
1,0.8348489070104983
0,0.8589453529975145
1,0.8131163472004546
1,0.8373830430323812
1,0.820433283870842
1,0.8466849804577642
1,0.818089343206616
1,0.8414324665546055
1,0.8153172602086473
1,0.8475237131522502
1,0.868494868721735
1,0.8450318768421778
1,0.8364629069047974
1,0.7925129588434813
1,0.860016500954423
1,0.8382519996891851
1,0.8343348623433974
1,0.8437025898618612
1,0.8344685213225108
1,0.8386064806226258
1,0.8111486840901814
1,0.8480444800183939
0,0.8571257512449032
1,0.8281597637798939
1,0.8097220526491468
1,0.8373258440778351
1,0.8473376029865182
1,0.8354928321505924
1,0.8293788789390815
1,0.8536043378376488
1,0.8467223048924257
1,0.8418983600078489
1,0.840576205527589
1,0.8535787684238616
1,0.8621377151064908
1,0.8451799446544453
1,0.8477966298503274
1,0.8132251172851751
1,0.8116137281737994
1,0.8617215945205698
1,0.8295296530167243
1,0.8425649970715622
1,0.8245132079892599
1,0.8718666595134639
1,0.8303265841651053
1,0.8336600135385932
1,0.8434739164413215
1,0.8064085700715675
1,0.8190151587016338
1,0.8313081381209516
1,0.831873994503193
1,0.8433755711984063
1,0.8715845232314656
1,0.8301549257758751
1,0.8425471420864485
1,0.8299485672243673
1,0.8331216490557091
1,0.8376260839931136
1,0.8265191877046693
1,0.8489973198481415
1,0.8283420310187299
1,0.8232870076352568
1,0.8465010003876591
1,0.83580510125046
1,0.8364905018491376
1,0.8300642890584816
1,0.8091060225106642
1,0.8424302760286861
1,0.8309457673047532
1,0.7937024356120818
1,0.8474034863491334
1,0.8312157329862631
1,0.843711793041178
1,0.84045983300009
1,0.8385147642985034
1,0.8531203754137563
1,0.8500472141387014
1,0.8285211990863998
1,0.839121804617419
1,0.8431792469120638
1,0.8461987466249863
1,0.813101738152986
1,0.848360560153708
1,0.8298593461839963
1,0.8380504171283066
1,0.8295106061657113
1,0.808129526694137
1,0.815443761128098
1,0.8331937487192075
1,0.8498201033496662
1,0.8254719459953058
1,0.8474397282931796
1,0.8487234152571042
1,0.83200582358589
1,0.8357172118760541
1,0.8347037627323526
1,0.8176087256014205
1,0.8483693752990328
1,0.8532824790399405
1,0.8273652429396792
1,0.8409720444021971
1,0.832215663808916
1,0.8556495873919492
1,0.8394311822080421
1,0.8417075585810939
1,0.8509042405014929
1,0.8556686602807341
1,0.8475365002594348
1,0.833726273110081
1,0.7987288975398292
1,0.8312245841277309
1,0.8425176061139952
1,0.794187274912686
1,0.8394311822080421
1,0.857723776325796
1,0.8275931358697796
1,0.796156049649595
1,0.8382897232229543
1,0.8240301532299316
1,0.8230570250731662
1,0.8019124065223011
1,0.8368395066351779
0,0.845316230287594
1,0.8535356706318477
1,0.8182634388339115
1,0.84296433366397
1,0.82707267943663
1,0.8359143770261674
1,0.8337371734222382
1,0.8387635696099227
1,0.8382353200389033
1,0.8642484651751625
1,0.8552615412139415
1,0.8367704447423058
1,0.8148841417502632
1,0.8098688577137694
1,0.826253743342175
1,0.8625726019016074
1,0.8277988874721959
1,0.8524671646373057
1,0.834694982231501
1,0.8403585958592159
1,0.8691026659143393
1,0.8530762111393396
1,0.8462467454096729
1,0.8652110815881887
1,0.835817034345332
1,0.869683183183168
