feature,mi_score
word_count,0.05687445217494491
sentiment_polarity,0.05350521067967917
joy,0.03802461865792872
function_word_ratio,0.03629613469829396
doubt_verbs_count,0.03264261078751862
D_ratio,0.032224158840429284
adj_ratio,0.03149151363501024
std_word_length,0.03058893984636213
surprise,0.02433877827129205
adv_ratio,0.021774267946402137
verb_ratio,0.01851578688902289
hedge_D_count,0.017443944374604836
avg_word_length,0.01565896297273839
punctuation_density,0.015229342558777947
sadness,0.015183530167607984
noun_ratio,0.014731420443028442
pronoun_ratio,0.014142126291541768
E_ratio,0.014024290253563665
doubt_adverbs_count,0.013135600542255155
subordinate_clause_ratio,0.013117710466770571
anger,0.01249726184277078
sentence_count,0.011892259942467343
avg_dependency_depth,0.00748050326270544
certainty_adjectives_count,0.005771357458197901
fear,0.005562253861026933
stopword_ratio,0.005128264968219387
hedge_I_count,0.004203364907233054
certainty_verbs_count,0.0007051173687377954
hapax_legomena,0.0
type_token_ratio,0.0
certainty_adverbs_count,0.0
disgust,0.0
sentence_length_variation,0.0
punctuation_usage,0.0
sentiment_subjectivity,0.0
readability_score,0.0
hedge_C_count,0.0
hedges_score,0.0
doubt_adjectives_count,0.0
hedge_E_count,0.0
C_ratio,0.0
hedge_N_count,0.0
I_ratio,0.0
N_ratio,0.0
