feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,0.015102238176621648,0.0,0.9946 ± 0.0173,0.9915 ± 0.0221
D_ratio,-0.4925629203231438,0.0,0.0021 ± 0.0092,0.0019 ± 0.0095
E_ratio*,-0.3664024791402799,0.0,0.0007 ± 0.004,0.0033 ± 0.0132
I_ratio,0.08277990950533468,0.0,0.0002 ± 0.002,0.0 ± 0.0
N_ratio,0.5887136932205246,0.0,0.0024 ± 0.0134,0.0033 ± 0.0147
adj_ratio,-0.05384890845310768,0.019930394366383553,0.0607 ± 0.0498,0.0607 ± 0.0478
adv_ratio,-0.4963467304853156,0.011122431606054306,0.0327 ± 0.0332,0.0292 ± 0.0365
anger,0.3284193635798341,0.008184915408492088,0.1449 ± 0.2363,0.1271 ± 0.2332
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,-1.0517417630219015,0.0074949548579752445,4.2017 ± 0.6224,4.6443 ± 0.8124
certainty_adjectives_count*,0.32332856701078244,0.0431818962097168,0.7557 ± 0.9535,0.2746 ± 0.5023
certainty_adverbs_count*,0.315071147515887,0.0022067248355597258,0.3893 ± 0.6272,0.1347 ± 0.3715
certainty_verbs_count*,0.3280252124131321,0.07506569474935532,1.0763 ± 1.0349,0.3212 ± 0.6538
disgust,-0.5855353381397321,0.047627098858356476,0.0015 ± 0.0036,0.0182 ± 0.098
doubt_adjectives_count,-0.2298376254377326,0.0,0.1145 ± 0.3429,0.1606 ± 0.4084
doubt_adverbs_count,-0.14964881742806893,0.0,0.4504 ± 0.635,0.3679 ± 0.6804
doubt_verbs_count,-0.24071460652965154,0.0,0.0153 ± 0.1231,0.0155 ± 0.124
fear*,0.7328772758364592,0.008979478850960732,0.5305 ± 0.3864,0.3401 ± 0.3807
function_word_ratio*,0.3599212980062375,0.010729060508310795,0.3488 ± 0.12,0.3074 ± 0.1308
hapax_legomena*,0.9005593448010708,0.03508894890546799,0.7335 ± 0.108,0.8263 ± 0.1275
hedge_C_count*,-0.566873755606703,0.01791096106171608,26.3664 ± 9.8467,20.1969 ± 9.1903
hedge_D_count,0.639744727281155,0.0,0.0687 ± 0.2826,0.0415 ± 0.1998
hedge_E_count,0.2764801347944354,0.0,0.0305 ± 0.1727,0.0725 ± 0.2794
hedge_I_count,0.08277990950533462,0.0,0.0076 ± 0.0874,0.0 ± 0.0
hedge_N_count,-0.46414526450599614,0.0,0.0687 ± 0.376,0.0881 ± 0.4051
hedges_score,-0.19894410538187562,0.025849130004644394,0.1091 ± 0.3048,0.1698 ± 0.3583
joy*,0.592185398504792,0.01678279973566532,0.1762 ± 0.2961,0.1112 ± 0.1993
noun_ratio*,0.04782638156065278,0.022422155365347862,0.3439 ± 0.1224,0.4052 ± 0.1433
pronoun_ratio*,0.47040022010449173,0.03446456044912338,0.0555 ± 0.051,0.0297 ± 0.0373
punctuation_density*,-1.1974492611603296,0.030231112614274025,0.2538 ± 0.0878,0.3419 ± 0.1662
punctuation_usage,0.5872092225680347,0.021212998777627945,0.0862 ± 0.0651,0.0851 ± 0.0591
readability_score,0.5712706672865292,0.023142755031585693,8.9436 ± 4.6448,9.5627 ± 3.99
sadness,0.3005727641845522,0.011520455591380596,0.0607 ± 0.1749,0.0821 ± 0.1702
sentence_count*,0.40331093477617835,0.2915765047073364,2.771 ± 1.3506,1.8653 ± 1.0957
sentence_length_variation*,-0.12151392259139354,0.015264403074979782,4.048 ± 3.12,2.7655 ± 3.8857
sentiment_polarity*,0.36121479087434755,0.016201447695493698,0.1995 ± 0.3331,0.065 ± 0.2426
sentiment_subjectivity*,0.032172526451589016,0.00872235931456089,0.4156 ± 0.2904,0.3226 ± 0.2965
std_word_length*,0.2585554213308624,0.013627607375383377,3.2545 ± 0.8771,3.5676 ± 0.8992
stopword_ratio*,-0.7643805565441516,0.024041390046477318,0.2887 ± 0.1093,0.2479 ± 0.1104
subordinate_clause_ratio,0.13634022011234972,0.011868738569319248,0.0447 ± 0.0405,0.0434 ± 0.048
surprise*,-0.2806476700860001,0.0312642864882946,0.0456 ± 0.1015,0.1437 ± 0.1934
type_token_ratio*,-1.4904185310470401,0.08028527349233627,0.8312 ± 0.0766,0.9025 ± 0.0757
verb_ratio,-0.2095897651807576,0.015738798305392265,0.1226 ± 0.064,0.116 ± 0.0737
word_count*,0.4266187437105143,0.018260762095451355,34.5802 ± 12.5771,26.2383 ± 10.8774
