feature,mi_score
disgust,0.037831999779555536
punctuation_density,0.03405579531631253
word_count,0.03048918063042505
joy,0.029244206153106855
avg_dependency_depth,0.02898835478828965
verb_ratio,0.02457327989469671
type_token_ratio,0.022720605301154828
std_word_length,0.021627347834140442
stopword_ratio,0.021621381366790926
noun_ratio,0.02012979110250157
sentiment_polarity,0.016357886009777722
hedge_I_count,0.016281104924921186
anger,0.015221561445309284
hedge_C_count,0.01501522610910011
fear,0.014826018751811665
D_ratio,0.01213338704486322
sadness,0.010896888160340179
certainty_verbs_count,0.009733188963203077
adv_ratio,0.009257859909378219
pronoun_ratio,0.00797439103074793
certainty_adjectives_count,0.007918529348411862
hapax_legomena,0.007786515741017519
avg_word_length,0.007661423772651554
punctuation_usage,0.005665734362009678
hedge_D_count,0.0048902633695597775
sentence_count,0.0031681206946441165
sentiment_subjectivity,0.0022709589259739538
adj_ratio,0.0016871407209149147
N_ratio,0.0014129600130268205
hedge_N_count,0.0007373646338770801
subordinate_clause_ratio,0.0004400936460313698
certainty_adverbs_count,0.0
function_word_ratio,0.0
surprise,0.0
sentence_length_variation,0.0
readability_score,0.0
doubt_adjectives_count,0.0
hedges_score,0.0
doubt_adverbs_count,0.0
doubt_verbs_count,0.0
C_ratio,0.0
hedge_E_count,0.0
E_ratio,0.0
I_ratio,0.0
