feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
doubt_adverbs_count,0.06047015889070393,,0.1455,0.2136,0.1455 ± 0.425,0.2136 ± 0.493,0.08756063133478165
doubt_adjectives_count,0.7125480249626563,,0.0991,0.1084,0.0991 ± 0.3193,0.1084 ± 0.3211,0.04715322330594063
verb_ratio*,2.270845849153024e-10,*,0.0791,0.1131,0.0791 ± 0.0601,0.1131 ± 0.0735,0.045103222131729126
word_count,0.33960643987593164,,21.9474,22.6161,21.9474 ± 5.1662,22.6161 ± 11.4662,0.0403657965362072
hedge_D_count*,0.006806833237456514,*,0.0093,0.0433,0.0093 ± 0.0961,0.0433 ± 0.2039,0.038562577217817307
N_ratio,0.10758152506250537,,0.0029,0.0014,0.0029 ± 0.0147,0.0014 ± 0.0094,0.0383722260594368
sentiment_polarity,0.25604117111873953,,0.0479,0.0299,0.0479 ± 0.2048,0.0299 ± 0.1967,0.0364852100610733
sentence_length_variation,0.5579884970887685,,1.4986,1.6253,1.4986 ± 2.4896,1.6253 ± 2.9837,0.03590719401836395
fear,0.07579516631052975,,0.3014,0.3527,0.3014 ± 0.352,0.3527 ± 0.3803,0.03400801122188568
certainty_verbs_count*,7.168519323366551e-05,*,0.0743,0.195,0.0743 ± 0.2853,0.195 ± 0.4619,0.03390347212553024
type_token_ratio*,0.017857198855780274,*,0.8976,0.9132,0.8976 ± 0.0821,0.9132 ± 0.0846,0.03118923120200634
hedges_score,0.06704085626775803,,0.0989,0.1444,0.0989 ± 0.2898,0.1444 ± 0.3387,0.028652647510170937
hedge_C_count,0.06551132310321155,,15.8731,16.7307,15.8731 ± 3.9929,16.7307 ± 7.3382,0.028067441657185555
stopword_ratio,0.10147008514508092,,0.1792,0.1937,0.1792 ± 0.1051,0.1937 ± 0.119,0.027504824101924896
adj_ratio,0.07285298648938313,,0.0612,0.054,0.0612 ± 0.0513,0.054 ± 0.0503,0.027453435584902763
surprise,0.12252695612919641,,0.1379,0.1193,0.1379 ± 0.149,0.1193 ± 0.1575,0.02602318860590458
anger*,0.0004886472543595693,*,0.0818,0.131,0.0818 ± 0.1427,0.131 ± 0.2082,0.025418603792786598
certainty_adjectives_count*,0.01207770133671263,*,0.2167,0.13,0.2167 ± 0.5072,0.13 ± 0.3548,0.025051817297935486
std_word_length,0.10249684231017951,,3.8813,3.777,3.8813 ± 0.7965,3.777 ± 0.8245,0.024828732013702393
avg_word_length,0.23774839701917053,,4.8811,4.9631,4.8811 ± 0.8616,4.9631 ± 0.903,0.023431459441781044
punctuation_usage,0.16044756573064448,,0.0903,0.084,0.0903 ± 0.0571,0.084 ± 0.0569,0.022520888596773148
C_ratio,0.20532172783993782,,0.9935,0.9913,0.9935 ± 0.021,0.9913 ± 0.0234,0.02226441167294979
readability_score,0.9279781740825156,,9.9653,9.938,9.9653 ± 3.779,9.938 ± 3.9033,0.02212536893785
function_word_ratio,0.06999864632066154,,0.2246,0.2432,0.2246 ± 0.1263,0.2432 ± 0.1332,0.021809812635183334
punctuation_density*,0.0029370702018894643,*,0.446,0.4071,0.446 ± 0.1628,0.4071 ± 0.1681,0.021380558609962463
subordinate_clause_ratio*,1.83218732691294e-05,*,0.0242,0.0384,0.0242 ± 0.0359,0.0384 ± 0.047,0.021194355562329292
disgust,0.29752637756685846,,0.0043,0.0076,0.0043 ± 0.0172,0.0076 ± 0.0531,0.021041084080934525
joy*,0.00014822646689499866,*,0.1275,0.0775,0.1275 ± 0.1911,0.0775 ± 0.1376,0.0209887083619833
sadness,0.629730432838939,,0.0919,0.0984,0.0919 ± 0.1625,0.0984 ± 0.1787,0.020471319556236267
pronoun_ratio,0.0534951224836173,,0.0149,0.0201,0.0149 ± 0.0309,0.0201 ± 0.0371,0.0204683355987072
sentiment_subjectivity,0.7781276199662436,,0.2284,0.2353,0.2284 ± 0.3148,0.2353 ± 0.3094,0.019851908087730408
noun_ratio,0.08266152469022911,,0.4754,0.4568,0.4754 ± 0.1203,0.4568 ± 0.1498,0.018487025052309036
hapax_legomena*,0.03218187030781376,*,0.8254,0.8478,0.8254 ± 0.129,0.8478 ± 0.1352,0.018158815801143646
adv_ratio,0.07861906535919995,,0.0159,0.0202,0.0159 ± 0.0293,0.0202 ± 0.0332,0.012909871526062489
sentence_count,0.1794880371737655,,1.4799,1.582,1.4799 ± 0.7774,1.582 ± 1.1237,0.01128456275910139
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
certainty_adverbs_count*,0.04976722849520403,*,0.0495,0.0898,0.0495 ± 0.2173,0.0898 ± 0.297,
doubt_verbs_count,0.7044545111382938,,0.0093,0.0124,0.0093 ± 0.0961,0.0124 ± 0.1108,
hedge_I_count,0.7630570338940974,,0.0062,0.0093,0.0062 ± 0.0786,0.0093 ± 0.1669,
hedge_E_count,0.11087712945671312,,0.0495,0.0805,0.0495 ± 0.2173,0.0805 ± 0.2725,
hedge_N_count,0.3105958682620104,,0.0588,0.0372,0.0588 ± 0.2943,0.0372 ± 0.2464,
D_ratio*,0.011523081799948891,*,0.0005,0.0022,0.0005 ± 0.005,0.0022 ± 0.0115,
E_ratio,0.07281860552736122,,0.0027,0.0049,0.0027 ± 0.0124,0.0049 ± 0.0182,
I_ratio,0.5683413307222521,,0.0004,0.0002,0.0004 ± 0.0047,0.0002 ± 0.0033,
