target,text,stance,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio
face_masks,"@SuzanneEvans1 @Jo_Turandot @LadyTrumpington Surgeons &amp; nurses wear them for hours every day standing up w/o breaks during surgeries. Cowgirl up.
",1,27.0,2.0,4.814814814814815,3.7911889763760573,0.8518518518518519,0.7407407407407407,0.18518518518518517,0.3333333333333333,0.48148148148148145,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.037037037037037035,1.0,0.24,0.07407407407407407,13.5,8.0,0.037037037037037035,0.0,0.0,0.04229167476296425,0.03135021775960922,0.6417142152786255,0.16967883706092834,0.0014260661555454135,0.04995839297771454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
face_masks,"I try to be unbiased on my Twitter.

Which is why I’m saying Wear A Mask.

Because wearing a mask isn’t political or partisan. It’s common sense and kind to your fellow human.

We all have to do our part to slow the spread of COVID-19.

",1,57.0,5.0,3.280701754385965,2.2302103273081686,0.8245614035087719,0.7543859649122807,0.5263157894736842,0.10526315789473684,0.21052631578947367,0.19298245614035087,0.14035087719298245,0.0,0.12280701754385964,1.0,0.5344827586206896,0.08771929824561403,3.3,1.9390719429665317,0.10526315789473684,-1.1102230246251566e-17,0.4,0.055418044328689575,0.009837809950113297,0.00672239949926734,0.007088895887136459,0.05016691982746124,0.0023411971051245928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
face_masks,@GOPLeader So 9 out of 10 members of Congress with Covid-19 is a Republican. Doesn’t that antidotal added to science tell you something? Covid-19 doesn’t care about your politics but the politics of the Republican Party have made it worse.,1,48.0,3.0,4.166666666666667,2.801289385661935,0.8125,0.6458333333333334,0.4583333333333333,0.125,0.375,0.125,0.08333333333333333,0.0,0.0625,1.0,0.5333333333333333,0.0625,8.5,3.2998316455372216,0.0625,-0.4,0.6,0.8438180685043335,0.003853141563013196,0.03985562548041344,0.07079023122787476,0.02059602364897728,0.013571172021329403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
face_masks,@AvantiWestCoast I’m in coach F en route to London Euston from Sandwell &amp; Dudley and two people opposite me do not have a facemask on? What is the process as I feel that it is irresponsible and also they’re not following the strict guidelines like others. #covid19,1,57.0,3.0,3.8947368421052633,3.0301653624398748,0.8947368421052632,0.7894736842105263,0.43859649122807015,0.10526315789473684,0.2807017543859649,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.08771929824561403,1.0,0.5185185185185185,0.03508771929824561,10.1,10.498677165349081,0.08771929824561403,0.0,0.05,0.9720529317855835,0.0020583493169397116,0.013710752129554749,0.009061013348400593,0.0009217973565682769,0.0013569454895332456,1.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
face_masks,"When you wear a mask, wear it correctly... cover your mouth AND nose...
#WearAMask #besmart",1,20.0,1.0,3.85,2.2863726730347356,0.85,0.7,0.3,0.45,0.2,0.15,0.05,0.05,0.15,1.0,0.2857142857142857,0.3,2.7,0.0,0.05,0.0,0.0,0.00465028639882803,0.0010755321709439158,0.9893792271614075,0.0027151680551469326,0.0004533867468126118,0.0006563970819115639,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
face_masks,@Placed2nd @AngelaBelcamino Omg people say I have to wear a mask and I'm crying because I have to wear a mask to save lives boo hoo!! MAGAts are stupid!!!,1,37.0,3.0,3.4054054054054053,2.794390708229802,0.6486486486486487,0.43243243243243246,0.35135135135135137,0.21621621621621623,0.2702702702702703,0.24324324324324326,0.08108108108108109,0.0,0.08108108108108109,1.0,0.42857142857142855,0.13513513513513514,5.4,11.343133018115703,0.1891891891891892,-0.65625,0.8,0.02125425823032856,0.01858649216592312,0.6982311606407166,0.12913255393505096,0.00036280968924984336,0.1276540458202362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
face_masks,"A cute girl told me she loved my @rob_sheridan mask today. I was at the liquor store, and I don't remember how human interaction works, but I guess we're in love. Anyway, put on a goddamn mask and stop packing restaurants fuck I want to leave my house more",1,57.0,3.0,3.6491228070175437,2.509569251290687,0.8421052631578947,0.7368421052631579,0.40350877192982454,0.15789473684210525,0.2807017543859649,0.21052631578947367,0.03508771929824561,0.03508771929824561,0.15789473684210525,1.0,0.48214285714285715,0.03508771929824561,6.1,3.858612300930075,0.10526315789473684,0.3,0.6,0.559465229511261,0.3044578433036804,0.02506813406944275,0.037435226142406464,0.003373419400304556,0.05123714730143547,1.0,2.0,1.0,0.0,0.0,0.0,0.916297972202301,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
face_masks,"@Lowes employee correct mask wearing 100%
Customer mask wearing 90%
Customer correct mask wearing 50%
#coveryournose :mask: :mask: :mask: 
Special shoutout to the woman wearing a chin guard :rage:",1,42.0,1.0,3.9761904761904763,2.890774284464081,0.5476190476190477,0.40476190476190477,0.07142857142857142,0.30952380952380953,0.5,0.09523809523809523,0.047619047619047616,0.0,0.0,1.0,0.06666666666666667,0.0,13.4,0.0,0.0,0.35714285714285715,0.5714285714285714,0.9915982484817505,0.002054201439023018,0.0022935839369893074,0.0019145755795761943,0.0004898728220723569,0.0010079852072522044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
face_masks,"@Learning2GetBy What a bunch of hillbillies! That asshole  @DerekSloanCPC Is proud to show his supporters! :joy::joy::joy: it’s no Mensa meeting. And not a mask in site, wow, what brilliance! #canpoli #Manitoba",1,49.0,5.0,3.6530612244897958,3.298428942094627,0.7959183673469388,0.6530612244897959,0.30612244897959184,0.32653061224489793,0.3469387755102041,0.061224489795918366,0.08163265306122448,0.02040816326530612,0.04081632653061224,1.0,0.37209302325581395,0.08163265306122448,5.2,2.6381811916545836,0.02040816326530612,0.5625,1.0,0.6189252138137817,0.05644412338733673,0.2446439117193222,0.024271903559565544,0.0008750525303184986,0.05178318917751312,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
face_masks,"@KrisTStacey1 @Walmart What’s Schantz.   The Democrat Governors of WA and NY have both done a great job combatting #COVID19..  The Democrat mayor of NYC is a damn idiot tho.  Don’t be a #COVIDIOT, Kris.  ",1,47.0,4.0,3.5106382978723403,2.7742918623058888,0.7872340425531915,0.6170212765957447,0.3404255319148936,0.2127659574468085,0.3829787234042553,0.1702127659574468,0.0851063829787234,0.02127659574468085,0.0,1.0,0.3617021276595745,0.10638297872340426,4.2,4.387482193696061,0.0,0.0,0.775,0.04020649194717407,0.0033359972294420004,0.9487687349319458,0.004438648000359535,0.0003967630327679217,0.002046223497018218,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
