feature,dataset,target,stance,source,t_pvalue,u_pvalue,cohens_d,cliffs_delta,cohen_strength,cliff_strength,distributions_normal,preferred_effect,preferred_strength,significant,coefficient,abs_coef
hedge_C_count,whole,ALL,All Stances,whole,0.0022,0.0007,0.2987,0.1919,small,small,False,Cliff's delta,small,yes,0.7535598172424016,0.7535598172424016
hedge_C_count,whole,ALL,All Stances,whole,0.0,0.0,-0.8465,-0.5395,large,large,False,Cliff's delta,large,yes,0.7535598172424016,0.7535598172424016
anger,whole,ALL,AGAINST,whole,0.0002,0.1967,0.2923,0.0734,small,negligible,False,Cliff's delta,negligible,yes,0.32725741938412894,0.32725741938412894
sadness,whole,ALL,AGAINST,whole,0.0052,0.6459,0.2016,0.0261,small,negligible,False,Cliff's delta,negligible,yes,0.3472967781009903,0.3472967781009903
disgust,whole,ALL,AGAINST,whole,0.0006,0.0002,0.1645,0.2114,small,small,False,Cliff's delta,small,yes,0.32623507869065177,0.32623507869065177
anger,whole,ALL,AGAINST,whole,0.0006,0.0003,-0.4944,-0.2291,medium,small,False,Cliff's delta,small,yes,0.32725741938412894,0.32725741938412894
disgust,whole,ALL,AGAINST,whole,0.0461,0.0116,-0.4306,-0.1601,medium,small,False,Cliff's delta,small,yes,0.32623507869065177,0.32623507869065177
avg_word_length,whole,ALL,AGAINST,whole,0.0,0.0,0.6902,0.3829,medium,medium,False,Cliff's delta,medium,yes,0.31170709260393387,0.31170709260393387
sadness,whole,ALL,AGAINST,whole,0.7357,0.0211,0.0531,0.205,small,small,False,Cliff's delta,small,yes,0.3472967781009903,0.3472967781009903
hedge_C_count,whole,ALL,FAVOR,whole,0.0022,0.0007,0.2987,0.1919,small,small,False,Cliff's delta,small,yes,0.31240147698427345,0.31240147698427345
pronoun_ratio,whole,ALL,FAVOR,whole,0.0016,0.026,0.2867,0.1404,small,negligible,False,Cliff's delta,negligible,yes,0.3904788319240419,0.3904788319240419
hedge_C_count,whole,ALL,FAVOR,whole,0.0,0.0,-0.8465,-0.5395,large,large,False,Cliff's delta,large,yes,0.31240147698427345,0.31240147698427345
punctuation_density,whole,ALL,NONE,whole,0.0043,0.0011,-0.2975,-0.186,small,small,False,Cliff's delta,small,yes,0.5580800412295095,0.5580800412295095
pronoun_ratio,whole,ALL,NONE,whole,0.0016,0.026,0.2867,0.1404,small,negligible,False,Cliff's delta,negligible,yes,0.3643408570120188,0.3643408570120188
std_word_length,whole,ALL,NONE,whole,0.0,0.0,0.8067,0.4201,large,medium,False,Cliff's delta,medium,yes,0.40637897893839137,0.40637897893839137
punctuation_density,whole,ALL,NONE,whole,0.0,0.0,0.9159,0.4957,large,large,False,Cliff's delta,large,yes,0.5580800412295095,0.5580800412295095
function_word_ratio,whole,ALL,NONE,whole,0.0,0.0,-0.6491,-0.378,medium,medium,False,Cliff's delta,medium,yes,0.8658326769616748,0.8658326769616748
