feature,shap_importance,iteration,stance,model
verb_ratio,0.7521764,6,NONE,XGBoost
surprise,0.5608374,6,NONE,XGBoost
noun_ratio,0.45035097,6,NONE,XGBoost
anger,0.4348122,6,NONE,XGBoost
stopword_ratio,0.40179378,6,NONE,XGBoost
fear,0.38909507,6,NONE,XGBoost
disgust,0.33458152,6,NONE,XGBoost
avg_word_length,0.33068514,6,NONE,XGBoost
std_word_length,0.32088703,6,NONE,XGBoost
type_token_ratio,0.32037622,6,NONE,XGBoost
hapax_legomena,0.31048688,6,NONE,XGBoost
joy,0.28248438,6,NONE,XGBoost
function_word_ratio,0.2516596,6,NONE,XGBoost
hedge_C_count,0.22565545,6,NONE,XGBoost
sentiment_subjectivity,0.22264674,6,NONE,XGBoost
word_count,0.21253446,6,NONE,XGBoost
readability_score,0.20807101,6,NONE,XGBoost
sentence_count,0.1942027,6,NONE,XGBoost
sadness,0.17826049,6,NONE,XGBoost
adj_ratio,0.15837018,6,NONE,XGBoost
punctuation_density,0.1565924,6,NONE,XGBoost
punctuation_usage,0.15157337,6,NONE,XGBoost
sentence_length_variation,0.12802467,6,NONE,XGBoost
certainty_adjectives_count,0.11883293,6,NONE,XGBoost
subordinate_clause_ratio,0.11385053,6,NONE,XGBoost
sentiment_polarity,0.110548794,6,NONE,XGBoost
adv_ratio,0.10396713,6,NONE,XGBoost
pronoun_ratio,0.09419613,6,NONE,XGBoost
certainty_adverbs_count,0.033246875,6,NONE,XGBoost
N_ratio,0.029377123,6,NONE,XGBoost
C_ratio,0.015396897,6,NONE,XGBoost
hedges_score,0.014915438,6,NONE,XGBoost
hedge_N_count,0.011403165,6,NONE,XGBoost
doubt_adverbs_count,0.009937924,6,NONE,XGBoost
doubt_adjectives_count,0.007737469,6,NONE,XGBoost
doubt_verbs_count,0.0069692824,6,NONE,XGBoost
avg_dependency_depth,0.0,6,NONE,XGBoost
certainty_verbs_count,0.0,6,NONE,XGBoost
hedge_D_count,0.0,6,NONE,XGBoost
hedge_I_count,0.0,6,NONE,XGBoost
hedge_E_count,0.0,6,NONE,XGBoost
D_ratio,0.0,6,NONE,XGBoost
E_ratio,0.0,6,NONE,XGBoost
I_ratio,0.0,6,NONE,XGBoost
